E(eV),dos(E),pdos(E)
-4.183500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.182500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.181499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.180499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.179500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.178499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.177499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.176500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.175500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.174499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.173499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.172500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.171500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.170499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.169500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.168500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.167499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.166499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.165500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.164500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.163499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.162500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.161500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.160499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.159499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.158500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.157500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.156499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.155499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.154500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.153499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.152499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.151500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.150500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.149499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.148499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.147500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.146500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.145499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.144500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.143500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.142499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.141499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.140500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.139500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.138499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.137500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.136500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.135499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.134499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.133500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.132500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.131499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.130499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.129500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.128499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.127499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.126500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.125500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.124499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.123499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.122500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.121500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.120499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.119500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.118500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.117499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.116499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.115500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.114500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.113499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.112500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.111500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.110499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.109499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.108500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.107500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.106499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.105499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.104500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.103499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.102499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.101500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.100500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.099499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.098499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.097500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.096500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.095499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.094500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.093500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.092499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.091499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.090500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.089500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.088499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.087500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.086500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.085499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.084499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.083500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.082500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.081499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.080499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.079500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.078499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.077499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.076500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.075500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.074499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.073499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.072500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.071500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.070499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.069500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.068500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.067499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.066499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.065500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.064500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.063499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.062500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.061500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.060499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.059499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.058500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.057500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.056499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.055499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.054500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.053499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.052499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.051500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.050500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.049499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.048499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.047500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.046500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.045499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.044500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.043500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.042499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.041499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.040500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.039500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.038499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.037500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.036500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.035499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.034499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.033500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.032500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.031499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.030499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.029500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.028499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.027499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.026500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.025500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.024499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.023499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.022500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.021500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.020499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.019500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.018500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.017499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.016499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.015500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.014500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.013499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.012500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.011500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.010499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.009499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.008500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.007500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.006499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.005499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.004500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.003499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.002499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.001500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.000500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.999499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.998499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.997500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.996500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.995499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.994500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.993500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.992499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.991499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.990500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.989500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.988499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.987500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.986500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.985499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.984499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.983500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.982500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.981499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.980499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.979500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.978499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.977499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.976500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.975500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.974499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.973499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.972500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.971500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.970499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.969500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.968500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.967499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.966499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.965500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.964500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.963499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.962500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.961500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.960499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.959499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.958500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.957500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.956499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.955499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.954500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.953499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.952499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.951500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.950500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.949499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.948499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.947500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.946500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.945499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.944500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.943500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.942499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.941499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.940500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.939500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.938499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.937500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.936500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.935499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.934499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.933500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.932500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.931499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.930499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.929500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.928499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.927499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.926500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.925500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.924499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.923499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.922500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.921500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.920499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.919500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.918500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.917499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.916499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.915500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.914500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.913499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.912500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.911500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.910499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.909499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.908500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.907500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.906499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.905499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.904500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.903499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.902499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.901500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.900500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.899499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.898499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.897500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.896500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.895499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.894500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.893500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.892499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.891499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.890500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.889500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.888499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.887500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.886500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.885499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.884499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.883500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.882500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.881499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.880499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.879500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.878499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.877499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.876500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.875500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.874499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.873499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.872500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.871500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.870499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.869500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.868500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.867499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.866499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.865500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.864500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.863499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.862500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.861500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.860499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.859499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.858500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.857500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.856499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.855499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.854500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.853499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.852499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.851500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.850500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.849499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.848499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.847500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.846500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.845499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.844500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.843500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.842499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.841499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.840500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.839500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.838499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.837500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.836500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.835499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.834499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.833500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.832500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.831499999999999773e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.830499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.829500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.828499999999999659e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.827499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.826500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.825500000000000256e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.824499999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.823499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.822500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.821500000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.820499999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.819500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.818500000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.817499999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.816499999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.815500000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.814500000000000313e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.813499999999999801e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.812500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.811500000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.810499999999999687e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.809499999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.808500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.807500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
